frame,time,x0,y0,z0,vis0,x1,y1,z1,vis1,x2,y2,z2,vis2,x3,y3,z3,vis3,x4,y4,z4,vis4,x5,y5,z5,vis5,x6,y6,z6,vis6,x7,y7,z7,vis7,x8,y8,z8,vis8,x9,y9,z9,vis9,x10,y10,z10,vis10,x11,y11,z11,vis11,x12,y12,z12,vis12,x13,y13,z13,vis13,x14,y14,z14,vis14,x15,y15,z15,vis15,x16,y16,z16,vis16,x17,y17,z17,vis17,x18,y18,z18,vis18,x19,y19,z19,vis19,x20,y20,z20,vis20,x21,y21,z21,vis21,x22,y22,z22,vis22,x23,y23,z23,vis23,x24,y24,z24,vis24,x25,y25,z25,vis25,x26,y26,z26,vis26,x27,y27,z27,vis27,x28,y28,z28,vis28,x29,y29,z29,vis29,x30,y30,z30,vis30,x31,y31,z31,vis31,x32,y32,z32,vis32
120,3.999998382923674,0.8826853036880493,0.33202463388442993,-0.2406073361635208,0.8776335716247559,0.8844178318977356,0.31241175532341003,-0.25005903840065,0.876994252204895,0.8869678378105164,0.3094220757484436,-0.25008276104927063,0.8895142078399658,0.8895131349563599,0.3064615726470947,-0.2502317726612091,0.8970141410827637,0.8782144784927368,0.31693434715270996,-0.24447861313819885,0.8514846563339233,0.8759602308273315,0.3175579309463501,-0.2445017546415329,0.8454506397247314,0.8737268447875977,0.3181959390640259,-0.24461689591407776,0.875374436378479,0.8946277499198914,0.29454827308654785,-0.23031118512153625,0.8851321339607239,0.8725336790084839,0.3114801049232483,-0.20582278072834015,0.9011635780334473,0.8887839317321777,0.33301326632499695,-0.22562305629253387,0.8090956211090088,0.8806669116020203,0.3389582633972168,-0.2187660038471222,0.8251197338104248,0.9050580263137817,0.3051897883415222,-0.20163604617118835,0.976441502571106,0.8694542050361633,0.3442738354206085,-0.12863945960998535,0.9658957123756409,0.868484377861023,0.32086968421936035,-0.1602470725774765,0.8848477602005005,0.8495057821273804,0.43120908737182617,-0.08896244317293167,0.4778260886669159,0.8437556028366089,0.35317689180374146,-0.0641389861702919,0.48824068903923035,0.8422335386276245,0.47501662373542786,-0.10075555741786957,0.579094648361206,0.8386484384536743,0.3608127236366272,-0.06875936686992645,0.3274300992488861,0.8391969799995422,0.485356867313385,-0.10658285766839981,0.4853445589542389,0.8413101434707642,0.3630669414997101,-0.06364119052886963,0.33961546421051025,0.8409881591796875,0.48116832971572876,-0.12003643810749054,0.5365303754806519,0.8434170484542847,0.36255162954330444,-0.06066473573446274,0.3260596990585327,0.8444710969924927,0.4777650535106659,-0.10655214637517929,0.5131428837776184,0.9702860116958618,0.46720966696739197,-0.020824357867240906,0.9265745282173157,0.946159839630127,0.48160696029663086,0.02078273519873619,0.8593516945838928,0.9726384878158569,0.5198020339012146,0.10133067518472672,0.4799236059188843,0.9532970190048218,0.5217435956001282,0.17026974260807037,0.1294185072183609,0.9817236065864563,0.5507994890213013,0.28552770614624023,0.10638399422168732,0.9710432887077332,0.5216610431671143,0.3288152813911438,0.047760024666786194,0.9859895706176758,0.5553655624389648,0.3041784167289734,0.10230481624603271,0.9750736355781555,0.5198152661323547,0.349260151386261,0.07794445753097534,0.9694345593452454,0.5704064965248108,0.29854732751846313,0.09018117934465408,0.9657484292984009,0.5373945236206055,0.3568894863128662,0.07112905383110046
132,4.399998221216041,0.8823077082633972,0.2549770474433899,-0.12290217727422714,0.886588454246521,0.8761226534843445,0.25229907035827637,-0.15288175642490387,0.8868189454078674,0.8728355169296265,0.2475118488073349,-0.15289995074272156,0.8982495069503784,0.869546115398407,0.2428707778453827,-0.15299253165721893,0.9050384163856506,0.8858059644699097,0.26613545417785645,-0.15374718606472015,0.8637875318527222,0.8889310956001282,0.2704988420009613,-0.1537146419286728,0.8586963415145874,0.8920606374740601,0.27496325969696045,-0.1538097858428955,0.8859547972679138,0.8612416386604309,0.23578201234340668,-0.2104356288909912,0.8954288363456726,0.8938131332397461,0.28397148847579956,-0.21488407254219055,0.9099076390266418,0.8761709928512573,0.24693039059638977,-0.1334427297115326,0.8270039558410645,0.8861745595932007,0.2612147927284241,-0.13494300842285156,0.8413890600204468,0.829071044921875,0.2153167873620987,-0.17712263762950897,0.9787664413452148,0.8995988965034485,0.32578331232070923,-0.20632584393024445,0.9692986607551575,0.8149116635322571,0.2151082307100296,-0.049268342554569244,0.8700932264328003,0.9149978756904602,0.4048886299133301,-0.11247382313013077,0.5246111750602722,0.8270193338394165,0.23311324417591095,0.07672959566116333,0.44847047328948975,0.9284979104995728,0.4503709077835083,-0.04160481318831444,0.5848113298416138,0.8204695582389832,0.23156939446926117,0.07901318371295929,0.3035734295845032,0.9339340329170227,0.4708305895328522,-0.04984644800424576,0.48380327224731445,0.8273690938949585,0.24593766033649445,0.07621105760335922,0.31347957253456116,0.9329301118850708,0.4621877372264862,-0.054733432829380035,0.5241603851318359,0.8317554593086243,0.25069570541381836,0.07917260378599167,0.2986306846141815,0.9281631708145142,0.4500572085380554,-0.04165026918053627,0.5004554986953735,0.8046485781669617,0.35812923312187195,0.020266050472855568,0.9339118003845215,0.8371766805648804,0.40267643332481384,-0.02030116319656372,0.873412013053894,0.7990308403968811,0.39148929715156555,0.26922592520713806,0.4655025601387024,0.8333214521408081,0.4382438361644745,0.2302946299314499,0.14979125559329987,0.7800552845001221,0.48551416397094727,0.5289549827575684,0.1489270180463791,0.8156729936599731,0.5270753502845764,0.5001998543739319,0.11297861486673355,0.7737798094749451,0.5012624263763428,0.559697151184082,0.16161726415157318,0.8057085275650024,0.5376795530319214,0.5311201810836792,0.14052802324295044,0.7930031418800354,0.5093611478805542,0.5692096948623657,0.08722473680973053,0.8366708755493164,0.5522887110710144,0.5302420258522034,0.07555938512086868
134,4.466664860931436,0.8189210891723633,0.2330893874168396,0.21333079040050507,0.896317183971405,0.8160113096237183,0.22004257142543793,0.20099954307079315,0.8963924646377563,0.8137718439102173,0.2184932678937912,0.20099155604839325,0.9060350060462952,0.811531662940979,0.21704213321208954,0.20091471076011658,0.9117082953453064,0.823454737663269,0.22315701842308044,0.20945997536182404,0.8757603764533997,0.8264461755752563,0.22386033833026886,0.2095453441143036,0.871140718460083,0.8294954299926758,0.224519744515419,0.2094108760356903,0.895630955696106,0.8111885786056519,0.21819886565208435,0.13976337015628815,0.9029918909072876,0.8377207517623901,0.22965863347053528,0.17748604714870453,0.9179595112800598,0.8179742097854614,0.23770634829998016,0.19039969146251678,0.8434885144233704,0.8248379826545715,0.24105748534202576,0.20155279338359833,0.8565102815628052,0.7953247427940369,0.251132071018219,0.040816985070705414,0.9808769822120667,0.8826818466186523,0.29192930459976196,0.13776573538780212,0.9723601937294006,0.7762094736099243,0.364419162273407,0.019086940214037895,0.8199036717414856,0.9027687311172485,0.4116930663585663,0.0724487155675888,0.5111388564109802,0.7742524743080139,0.4281887114048004,0.03766985610127449,0.4188559055328369,0.8780705332756042,0.49683016538619995,-0.007644729223102331,0.5549112558364868,0.7677150368690491,0.44037002325057983,0.027213552966713905,0.2886366844177246,0.8750069737434387,0.5144785642623901,-0.018645737320184708,0.45934945344924927,0.7779045104980469,0.44002071022987366,0.03781250864267349,0.29779884219169617,0.8646343350410461,0.5127629637718201,-0.019594039767980576,0.4965410828590393,0.7829015254974365,0.43701425194740295,0.04288346692919731,0.2849898040294647,0.865456223487854,0.5049203634262085,-0.010473951697349548,0.4756752550601959,0.8045722842216492,0.4276186525821686,-0.03924863040447235,0.9405196905136108,0.8622304797172546,0.457343727350235,0.038320668041706085,0.8860690593719482,0.7827579975128174,0.38517770171165466,0.20650582015514374,0.49928006529808044,0.8355652093887329,0.4535432457923889,0.2778678834438324,0.1495092809200287,0.7727258801460266,0.5195959210395813,0.21062156558036804,0.21505790948867798,0.8256796002388,0.5206871032714844,0.3059506118297577,0.14855609834194183,0.7775759100914001,0.5464774966239929,0.21314778923988342,0.23676131665706635,0.828848659992218,0.5360453128814697,0.3094630539417267,0.2044776976108551,0.7609215378761292,0.5246566534042358,0.24362334609031677,0.1374269425868988,0.8028608560562134,0.5319720506668091,0.3411436080932617,0.10251206159591675
135,4.499998180789134,0.8011261820793152,0.2160174548625946,0.18917123973369598,0.8997896909713745,0.7998122572898865,0.20508119463920593,0.1773415505886078,0.8964133262634277,0.7977068424224854,0.204903706908226,0.1772935390472412,0.9031738042831421,0.795602023601532,0.20479890704154968,0.17716942727565765,0.9062868356704712,0.8074905276298523,0.20409724116325378,0.18788659572601318,0.8771092891693115,0.8105994462966919,0.2031417042016983,0.1879890263080597,0.873598039150238,0.8137999773025513,0.20212450623512268,0.18782857060432434,0.8945724964141846,0.7971798181533813,0.20814946293830872,0.10702578723430634,0.8980129361152649,0.8236314058303833,0.2053322046995163,0.15351387858390808,0.9190282821655273,0.8003131151199341,0.22310712933540344,0.1617298424243927,0.8540897965431213,0.8069626092910767,0.2217712253332138,0.17527177929878235,0.8657817840576172,0.7793723344802856,0.24711765348911285,0.017091054469347,0.9827512502670288,0.876632034778595,0.2471119612455368,0.10469789803028107,0.9750978946685791,0.7760273814201355,0.3677220940589905,-0.02806697227060795,0.7569109797477722,0.8957489132881165,0.3617050051689148,0.0154206408187747,0.4905513525009155,0.7652699947357178,0.4515347480773926,-0.048655178397893906,0.40988048911094666,0.8847811818122864,0.47895970940589905,-0.06314614415168762,0.5464256405830383,0.7561471462249756,0.4740467071533203,-0.062336571514606476,0.2945692241191864,0.8868902921676636,0.5044699311256409,-0.0743931457400322,0.45681214332580566,0.7640811204910278,0.4681178629398346,-0.05314980819821358,0.30357033014297485,0.878009021282196,0.5064948201179504,-0.07168985158205032,0.4900645315647125,0.7705432176589966,0.460581511259079,-0.04539278522133827,0.2901454567909241,0.8752627372741699,0.49791985750198364,-0.06535951793193817,0.4692537784576416,0.798056960105896,0.41109323501586914,-0.0370127372443676,0.9464669227600098,0.8582456707954407,0.4153747856616974,0.036121152341365814,0.8974597454071045,0.765159547328949,0.38593602180480957,0.2065054178237915,0.5204721689224243,0.827039897441864,0.40616685152053833,0.2850433886051178,0.1440206617116928,0.765894889831543,0.515281617641449,0.23439235985279083,0.26489657163619995,0.8245493769645691,0.4885050356388092,0.3199585974216461,0.18335534632205963,0.7730557918548584,0.5363960266113281,0.23831221461296082,0.2977004051208496,0.828067421913147,0.5044856071472168,0.3231690227985382,0.261147141456604,0.750242292881012,0.5454931855201721,0.250642865896225,0.1765792965888977,0.8022039532661438,0.5170950293540955,0.34038612246513367,0.13023975491523743
136,4.53333150064683,0.8025270700454712,0.2111128866672516,0.23028723895549774,0.9049298763275146,0.801136314868927,0.20131900906562805,0.2158932238817215,0.896099865436554,0.7986910343170166,0.20098620653152466,0.2158837765455246,0.8998530507087708,0.7962270379066467,0.2007574439048767,0.215783953666687,0.9009576439857483,0.8095526695251465,0.20108181238174438,0.225304514169693,0.8790872097015381,0.812796413898468,0.20039111375808716,0.2254268229007721,0.8755248785018921,0.8161236643791199,0.19965925812721252,0.22528855502605438,0.893850564956665,0.7964190244674683,0.2046269029378891,0.12685063481330872,0.8912459015846252,0.8253103494644165,0.20367573201656342,0.171016663312912,0.919505774974823,0.8002884984016418,0.21657858788967133,0.19807156920433044,0.8631111979484558,0.8079034090042114,0.2157932072877884,0.21034172177314758,0.8741781115531921,0.76905357837677,0.23394839465618134,0.02423923835158348,0.9843943119049072,0.8765339851379395,0.24422499537467957,0.11104844510555267,0.9775577783584595,0.7742668986320496,0.36770039796829224,-0.020039716735482216,0.6966508626937866,0.8844059705734253,0.3637695014476776,0.0289462897926569,0.45930880308151245,0.7638880610466003,0.4675464630126953,-0.04745319113135338,0.3940983712673187,0.8758400082588196,0.4805563688278198,0.0263056717813015,0.5389786958694458,0.7559429407119751,0.4936952292919159,-0.05674458667635918,0.2935096025466919,0.880603015422821,0.5116693377494812,0.02712612971663475,0.4562874436378479,0.7638461589813232,0.49029871821403503,-0.04458164423704147,0.3005383014678955,0.8691646456718445,0.516594409942627,0.02786882594227791,0.48456382751464844,0.7700039148330688,0.4818713665008545,-0.04291651397943497,0.28995105624198914,0.8636759519577026,0.5070813298225403,0.024916529655456543,0.4642528295516968,0.7922528982162476,0.38568228483200073,-0.03704103082418442,0.9518191814422607,0.8583347201347351,0.4017680287361145,0.03614885360002518,0.9077116847038269,0.7538915872573853,0.3651529550552368,0.20567163825035095,0.5288469791412354,0.8323472738265991,0.41124120354652405,0.28497251868247986,0.14114031195640564,0.7602583169937134,0.49685168266296387,0.13975156843662262,0.32505956292152405,0.8504734039306641,0.49183303117752075,0.22213105857372284,0.23865050077438354,0.7683249711990356,0.5126206278800964,0.13393619656562805,0.36185580492019653,0.8570919036865234,0.5044717192649841,0.21576440334320068,0.3264661431312561,0.7479077577590942,0.5529801249504089,0.14932814240455627,0.22579699754714966,0.8320823907852173,0.5307365655899048,0.2319035530090332,0.17048583924770355
142,4.733331419793014,0.7345682978630066,0.15792232751846313,-0.28496190905570984,0.9140608906745911,0.7311687469482422,0.14208990335464478,-0.30296438932418823,0.9061871767044067,0.7296877503395081,0.1428842842578888,-0.3029744625091553,0.9094235301017761,0.7314148545265198,0.14622485637664795,-0.3031000792980194,0.910399317741394,0.7374210357666016,0.14136236906051636,-0.2928553521633148,0.8909114599227905,0.7389062643051147,0.1417328119277954,-0.29290077090263367,0.8876643776893616,0.7468070387840271,0.14440470933914185,-0.29307255148887634,0.9042047262191772,0.734600841999054,0.16165897250175476,-0.33075010776519775,0.9015076160430908,0.7594211101531982,0.15854668617248535,-0.2881821393966675,0.9271767139434814,0.735864520072937,0.17465025186538696,-0.2886735498905182,0.8751116394996643,0.7412617206573486,0.17419719696044922,-0.2761046290397644,0.885274350643158,0.7242004871368408,0.24879328906536102,-0.2957092821598053,0.9855218529701233,0.8020645976066589,0.2550930976867676,-0.26523375511169434,0.9796913266181946,0.7073203921318054,0.4200305938720703,-0.27214524149894714,0.6763558387756348,0.8365978002548218,0.40963032841682434,-0.28340911865234375,0.5050048828125,0.6828508973121643,0.49003252387046814,-0.2474348545074463,0.3830113708972931,0.8631371259689331,0.5282427072525024,-0.3218376040458679,0.5772044062614441,0.6732184886932373,0.5062200427055359,-0.2592131197452545,0.28930655121803284,0.8751939535140991,0.5574092864990234,-0.3446890115737915,0.49795639514923096,0.680556058883667,0.49728015065193176,-0.2601732015609741,0.2967144548892975,0.8690269589424133,0.5498978495597839,-0.34347549080848694,0.5226572155952454,0.6868303418159485,0.4935993552207947,-0.247116357088089,0.2841483950614929,0.8613324165344238,0.5429775714874268,-0.32496577501296997,0.49864038825035095,0.7535673975944519,0.43050092458724976,-0.018331460654735565,0.9565226435661316,0.7880271077156067,0.43782779574394226,0.018096674233675003,0.9167933464050293,0.7521827220916748,0.4608668386936188,0.2449599951505661,0.4849005937576294,0.7779641151428223,0.49190932512283325,0.267455518245697,0.13759557902812958,0.7518756985664368,0.5505237579345703,0.4784218668937683,0.32178550958633423,0.7818500399589539,0.547494649887085,0.49996310472488403,0.24089160561561584,0.7567499279975891,0.568278431892395,0.5020737051963806,0.36292585730552673,0.7824403047561646,0.5535556674003601,0.5261345505714417,0.3235800862312317,0.7478131055831909,0.555518388748169,0.4915444850921631,0.22635526955127716,0.7813095450401306,0.5661798715591431,0.5218115448951721,0.16654086112976074
143,4.766664739650712,0.7264707684516907,0.1784113347530365,-0.38126134872436523,0.9224709868431091,0.7273178696632385,0.16275684535503387,-0.3885963559150696,0.9154427647590637,0.7279220819473267,0.16228513419628143,-0.3886157274246216,0.9183271527290344,0.7293844223022461,0.16212135553359985,-0.3886811435222626,0.9192324280738831,0.728359580039978,0.16392754018306732,-0.3791344463825226,0.901624321937561,0.7285187244415283,0.1645125150680542,-0.3792036771774292,0.8986197710037231,0.7290490865707397,0.16520781815052032,-0.3792875111103058,0.9135509729385376,0.734621524810791,0.1748393028974533,-0.3727094531059265,0.9112228751182556,0.73915696144104,0.1786675602197647,-0.33225327730178833,0.9341670274734497,0.7327629327774048,0.19376720488071442,-0.36927109956741333,0.8871679306030273,0.7306820154190063,0.19612067937850952,-0.3575114905834198,0.8958182334899902,0.7283552885055542,0.2589791715145111,-0.32997190952301025,0.9869223833084106,0.7892061471939087,0.25800514221191406,-0.26276695728302,0.9815073609352112,0.7073985934257507,0.42201554775238037,-0.3185555040836334,0.7013273239135742,0.8218954205513,0.4094215929508209,-0.21377794444561005,0.5227147936820984,0.6792652606964111,0.49004727602005005,-0.2987913489341736,0.42515829205513,0.8302220106124878,0.5037155747413635,-0.1729002147912979,0.5902246236801147,0.6703783273696899,0.5111491084098816,-0.30550408363342285,0.33087125420570374,0.8368959426879883,0.5333096981048584,-0.17613793909549713,0.5145496129989624,0.6727586984634399,0.4982071816921234,-0.31009867787361145,0.33783894777297974,0.8302519917488098,0.5259780287742615,-0.17891451716423035,0.5352358222007751,0.6787254810333252,0.4936313331127167,-0.29813647270202637,0.3258935213088989,0.825980544090271,0.5190314054489136,-0.17414696514606476,0.5106856226921082,0.7607650756835938,0.44713249802589417,-0.02714930847287178,0.9607900977134705,0.783202052116394,0.4428081214427948,0.027206901460886,0.924910306930542,0.7567297220230103,0.486325740814209,0.017850060015916824,0.45936423540115356,0.7589890956878662,0.505075216293335,0.08294897526502609,0.13888798654079437,0.7931743264198303,0.5809168815612793,0.1565510332584381,0.322154700756073,0.7859145402908325,0.5759780406951904,0.18057087063789368,0.2559443712234497,0.803183913230896,0.5891574621200562,0.17110763490200043,0.38701045513153076,0.795487105846405,0.5794848799705505,0.1925382912158966,0.34098947048187256,0.7947720289230347,0.6287658214569092,0.14474312961101532,0.24875083565711975,0.7828279733657837,0.6258153319358826,0.16662347316741943,0.19126251339912415
144,4.799998059508408,0.7075437903404236,0.2002444863319397,-0.3460415005683899,0.9302143454551697,0.713610053062439,0.16967043280601501,-0.37984493374824524,0.923892080783844,0.7148923873901367,0.1694134920835495,-0.38028261065483093,0.926486611366272,0.7232133746147156,0.17588354647159576,-0.3804224133491516,0.9273030757904053,0.7099127769470215,0.17009146511554718,-0.33883771300315857,0.9114503264427185,0.7072421312332153,0.17657047510147095,-0.3390424847602844,0.9087417721748352,0.7051339745521545,0.1758461892604828,-0.33893269300460815,0.9221853017807007,0.7292529940605164,0.1763756275177002,-0.3217319846153259,0.9200940728187561,0.7162161469459534,0.17775177955627441,-0.24541184306144714,0.9407380819320679,0.7207227945327759,0.21629199385643005,-0.3346482813358307,0.8984463214874268,0.7102106213569641,0.21674425899982452,-0.2991257905960083,0.9062264561653137,0.7727948427200317,0.27492600679397583,-0.2876129746437073,0.9882196187973022,0.7255819439888,0.2607192099094391,-0.15314063429832458,0.9833270311355591,0.7695266008377075,0.4310477375984192,-0.23871727287769318,0.7253349423408508,0.6970757842063904,0.40543001890182495,-0.10113795101642609,0.5335361361503601,0.7370956540107727,0.5006100535392761,-0.2096419632434845,0.4704217314720154,0.6770786046981812,0.45802706480026245,-0.15197379887104034,0.5996312499046326,0.7324334383010864,0.5283932685852051,-0.22484660148620605,0.37897926568984985,0.672031044960022,0.47641801834106445,-0.16977901756763458,0.5231919288635254,0.7237432599067688,0.5129782557487488,-0.24175122380256653,0.38683998584747314,0.67193204164505,0.4637262225151062,-0.1868584305047989,0.5437709093093872,0.725192666053772,0.5031031370162964,-0.21271374821662903,0.3744387626647949,0.6771296262741089,0.46109774708747864,-0.16045567393302917,0.5213146805763245,0.7740015387535095,0.48509928584098816,-0.03789491578936577,0.964562177658081,0.7526142001152039,0.46251368522644043,0.03778434172272682,0.9322119951248169,0.7264379858970642,0.4932844340801239,0.013418875634670258,0.4887266159057617,0.7015268802642822,0.5307478308677673,0.11619411408901215,0.17763842642307281,0.7540764808654785,0.637593686580658,0.16097749769687653,0.34711921215057373,0.6927498579025269,0.6416183710098267,0.2422027885913849,0.2765417695045471,0.7698388695716858,0.6713787913322449,0.17572632431983948,0.4052141010761261,0.6988531947135925,0.6651055216789246,0.25728654861450195,0.34781843423843384,0.7235265970230103,0.6569269895553589,0.15394267439842224,0.27815234661102295,0.6611950397491455,0.6665893793106079,0.24197492003440857,0.2174801230430603
145,4.833331379366106,0.707840085029602,0.21821899712085724,-0.37268269062042236,0.9371829032897949,0.7146937251091003,0.19383184611797333,-0.37064704298973083,0.9314844608306885,0.7176636457443237,0.19263730943202972,-0.37074002623558044,0.9338192343711853,0.7234203219413757,0.19281917810440063,-0.3708482086658478,0.9345520734786987,0.7054876685142517,0.19528304040431976,-0.3598936200141907,0.9202879667282104,0.7028325796127319,0.19576720893383026,-0.36001017689704895,0.9178497791290283,0.6993719935417175,0.19514793157577515,-0.3600902855396271,0.9299502968788147,0.7293237447738647,0.19032810628414154,-0.2873557507991791,0.9280737638473511,0.7019625902175903,0.19303737580776215,-0.24827484786510468,0.9466497302055359,0.7199779748916626,0.2313390076160431,-0.33725982904434204,0.9085956811904907,0.7074003219604492,0.2345568835735321,-0.32412323355674744,0.9155961871147156,0.7869488000869751,0.281878262758255,-0.21473249793052673,0.9893830418586731,0.6824578642845154,0.29885026812553406,-0.1387878954410553,0.9849852323532104,0.8342646360397339,0.4231318533420563,-0.1955803632736206,0.7510455846786499,0.6576916575431824,0.43282395601272583,-0.1477518528699875,0.5762237310409546,0.8314714431762695,0.5148606300354004,-0.24220117926597595,0.49772295355796814,0.646666944026947,0.4730244576931,-0.30388227105140686,0.632409393787384,0.8353762626647949,0.5476948022842407,-0.272169828414917,0.40131089091300964,0.6441088914871216,0.4900558888912201,-0.3362298607826233,0.5598263740539551,0.8249061703681946,0.5394478440284729,-0.2973385453224182,0.4107886850833893,0.6445003151893616,0.4725435972213745,-0.3636476993560791,0.578961193561554,0.819919764995575,0.5286575555801392,-0.25505250692367554,0.40298986434936523,0.6503505706787109,0.4687676727771759,-0.31895071268081665,0.5572728514671326,0.7778485417366028,0.5254155397415161,-0.03637529909610748,0.9676489233970642,0.7244268655776978,0.5293054580688477,0.03640211373567581,0.9386737942695618,0.7531510591506958,0.7028005719184875,-0.13579335808753967,0.5163583159446716,0.7152605652809143,0.7119148373603821,-0.07376866042613983,0.23062248528003693,0.7778777480125427,0.8908753395080566,-0.03512784466147423,0.3835105895996094,0.7288593053817749,0.9002179503440857,0.021451976150274277,0.3202666938304901,0.7856165170669556,0.9162595272064209,-0.031461168080568314,0.43406254053115845,0.7369933128356934,0.9250729084014893,0.02607470192015171,0.3737718462944031,0.7755666971206665,0.9609382748603821,-0.1367693692445755,0.31545373797416687,0.713420033454895,0.975256621837616,-0.08762846887111664,0.26054349541664124
146,4.866664699223803,0.6989654302597046,0.21975843608379364,-0.35095924139022827,0.9432744979858398,0.7033659815788269,0.1991332322359085,-0.3546202778816223,0.9381174445152283,0.7035855650901794,0.1988283097743988,-0.3547019362449646,0.94023197889328,0.7036280035972595,0.19902440905570984,-0.35481271147727966,0.9408742785453796,0.7031698226928711,0.19992241263389587,-0.3429657816886902,0.9279947280883789,0.703582227230072,0.20015987753868103,-0.3431008458137512,0.9257932901382446,0.7036134600639343,0.2004486322402954,-0.3433038890361786,0.9366453289985657,0.7083202004432678,0.20393627882003784,-0.30232685804367065,0.9350865483283997,0.7091957330703735,0.2055240422487259,-0.24912671744823456,0.9517140984535217,0.7062787413597107,0.23600102961063385,-0.33382946252822876,0.9173693060874939,0.7048829793930054,0.2369174361228943,-0.3210006654262543,0.9234448671340942,0.7268201112747192,0.30248957872390747,-0.2521842122077942,0.9903974533081055,0.7337848544120789,0.3011726438999176,-0.18768145143985748,0.9863337278366089,0.7263668775558472,0.45114970207214355,-0.21489441394805908,0.7721466422080994,0.7421716451644897,0.4418945014476776,-0.17208907008171082,0.611734926700592,0.7049866318702698,0.5102761387825012,-0.19298416376113892,0.5146322250366211,0.7484079003334045,0.4975179433822632,-0.2326359748840332,0.6593087315559387,0.6982585191726685,0.5339890122413635,-0.203926682472229,0.41348710656166077,0.7539067268371582,0.5144424438476562,-0.24897512793540955,0.591166615486145,0.7003708481788635,0.5120618343353271,-0.2124604731798172,0.4213773012161255,0.7489598393440247,0.5070931315422058,-0.2686617970466614,0.6071445941925049,0.7044530510902405,0.5042150020599365,-0.19424839317798615,0.41499659419059753,0.7461570501327515,0.5030947923660278,-0.24176128208637238,0.584117591381073,0.7529786229133606,0.5297114253044128,-0.04278053343296051,0.9705640077590942,0.747584879398346,0.5249239802360535,0.0429220050573349,0.9437084794044495,0.7303436994552612,0.7033806443214417,-0.02813064120709896,0.531248152256012,0.732667863368988,0.7053857445716858,0.0591316744685173,0.22952865064144135,0.7548838257789612,0.9036579728126526,0.07235727459192276,0.41455787420272827,0.7425311207771301,0.900249719619751,0.15608669817447662,0.3323848843574524,0.767315149307251,0.9367061853408813,0.07788754254579544,0.46729084849357605,0.7497025728225708,0.9281708002090454,0.16248953342437744,0.38059598207473755,0.737174391746521,0.9435768723487854,0.007217890117317438,0.3499820828437805,0.7279981374740601,0.9555190801620483,0.08518548309803009,0.27453601360321045
