frame,pelvis_x,pelvis_y,pelvis_z,pelvis_w,torso_x,torso_y,torso_z,torso_w,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_shoulder_w,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_shoulder_w,l_elbow_x,l_elbow_y,l_elbow_z,l_elbow_w,r_elbow_x,r_elbow_y,r_elbow_z,r_elbow_w,l_hip_x,l_hip_y,l_hip_z,l_hip_w,r_hip_x,r_hip_y,r_hip_z,r_hip_w,l_knee_x,l_knee_y,l_knee_z,l_knee_w,r_knee_x,r_knee_y,r_knee_z,r_knee_w
261,0.0,-0.1256476442513871,0.0,0.9920749313908083,0.020864108238481203,-0.0004455228887431352,0.02134403932816513,0.9995543619443247,0.1384223211136289,0.45177421241714344,0.19505142470018316,0.8594732478296309,0.1931275685950635,-0.15632379052705356,-0.47507488759215805,0.8441377055570445,0.0,0.0,-0.6701097151602203,0.7422620626489599,0.0,0.0,0.7199085661812864,0.6940689132491127,-0.015476550874751511,0.09904441271685357,0.9830337701588782,0.1536075760169945,0.0015116121304853424,0.006264640140939942,0.9720812159498031,-0.2345561316832789,-0.200288013346373,-0.025525442663194106,-0.12381745386547906,0.9715463970417887,-0.23684921937037334,-0.02864219653813552,-0.11658871707918558,0.9641001726537265
262,0.0,-0.13020360315586244,0.0,0.9914872776416401,0.015598823731316025,-0.0003181069386580447,0.02038628723648734,0.9996704330922699,0.031457798773800304,0.5169797353603813,0.1488118181953048,0.8423760460082094,-0.11305532231873759,-0.21041436915365122,-0.3832507370507064,0.89222371628374,0.0,0.0,-0.6546302755257151,0.7559492062070879,0.0,0.0,0.697666768000909,0.7164224178703272,-0.014921020525245365,0.0982084101563902,0.9837644704982108,0.1494655074136319,0.012256625455087973,0.04322995427796788,0.9611074723726146,-0.2724947205637246,-0.19653453156505327,-0.02577012112232959,-0.12743010885996706,0.9718393108512242,-0.27245516549771714,-0.04297148373930522,-0.14975017227504736,0.949471705888305
263,0.0,-0.12998143787037103,0.0,0.9915164274025675,0.04425439958240198,-0.000284128260251591,0.006413916791502328,0.9989996641942,0.1362442512234184,0.46552061927303373,0.17195977492434272,0.857413490008287,0.11123220198338653,-0.11879216212221896,-0.47517880946142765,0.8647085743180045,0.0,0.0,-0.734830991374186,0.6782502592082299,0.0,0.0,0.7940743784388048,0.6078205997718619,-0.01481922830356999,0.09815762977604224,0.9839105369312727,0.14854469194437966,0.00802373675577957,0.028433266583184336,0.9619933280954746,-0.2714700825131124,-0.19074916133042538,-0.0270838144690165,-0.13794290522894936,0.9715209618647167,-0.2599602537278539,-0.035480842731173294,-0.13049433810094874,0.9561030300152964
264,0.0,-0.12867509725189966,0.0,0.9916868050686235,0.05051361911107194,9.813789240489282e-05,-0.0019403167527393868,0.9987214826087174,-0.02806866037066225,0.5852136125110927,0.12741621860583924,0.8003138667253631,-0.1452997865962946,-0.23728180833486132,-0.44535256762527486,0.8510266775830148,0.0,0.0,-0.7088366192581459,0.7053727009168149,0.0,0.0,0.8140784585392401,0.5807549081517734,-0.014864068003961282,0.0944233218027785,0.9833120529694828,0.15479244899879258,0.006795727579837513,0.024012131785297052,0.9619080519302187,-0.27223176751730854,-0.17977193990567006,-0.025907518746149633,-0.14026713690530962,0.9733118618404675,-0.24755546053484548,-0.0307477650588118,-0.1193617161414181,0.9610013785749967
265,0.0,-0.12484015704006247,0.0,0.9921768668892722,0.07054170262741474,0.0008249035747911128,-0.011663909912303812,0.9974402944187062,-0.014992092234998741,0.5365953879394774,0.1207814681277049,0.8350164452089643,-0.12098150709345583,-0.2162510329039698,-0.4416390375031869,0.8622957301660614,0.0,0.0,-0.7178009230213529,0.6962484002923769,0.0,0.0,0.8184666845960227,0.5745539889395901,-0.015391773282851141,0.09122699308990093,0.981834641787023,0.16565465654165223,-0.0006142929083101948,-0.0022735035120196884,0.9653786279232168,-0.26084201842320387,-0.1747772521552762,-0.024211714637337966,-0.13506568300692803,0.9749994698856217,-0.20462292579003788,-0.023328550870673846,-0.11084547286834694,0.972264633780326
266,0.0,-0.12532967906652875,0.0,0.9921151503455035,0.06409227928316336,0.0009779901467841681,-0.01522594163371148,0.9978273367536733,-0.14899456613789747,0.5944542900303519,0.04442763955193457,0.788955576169998,-0.2662333683122477,-0.25799908470978655,-0.34557121575549327,0.862053827047533,0.0,0.0,-0.6357575618920144,0.771888801899031,0.0,0.0,0.7444680244639512,0.6676581165167856,-0.014029898628401783,0.07942847895216171,0.9815472329597629,0.17337620409057267,-0.007693970195070007,-0.02972992066073523,0.9676492695449196,-0.2504232932243471,-0.14793056395476684,-0.020520902255322646,-0.13586307022804164,0.9794062828912536,-0.165418688265987,-0.01821769279227975,-0.10794241254670561,0.9801291796570915
267,0.0,-0.12504947321905935,0.0,0.9921505073564372,0.05976029107280976,0.0010346441211213867,-0.017279695809301294,0.9980626479511061,-0.19226487537865886,0.5941791682691748,0.044346139563054006,0.7797555729819663,-0.33788846118891275,-0.2541520616233468,-0.27250246810315804,0.8642803493344497,0.0,0.0,-0.617709072188048,0.7864067027541035,0.0,0.0,0.6690885736682183,0.7431826697297437,-0.013786306811060753,0.07284403885864556,0.9798539746297514,0.18544506504501457,-0.0073013526053246555,-0.027366409789836805,0.9658152712877169,-0.25767931933467414,-0.14749578475291428,-0.019346347369394227,-0.12860444621181333,0.9804751953711719,-0.16632050776718765,-0.02094485784703301,-0.12317583643819759,0.9781239772869197
268,0.0,-0.12132480272814984,0.0,0.9926128612117493,0.052319303271427475,0.0008760170857237467,-0.01671838701975111,0.9984900693721073,-0.1940214472126071,0.5893983385027887,0.03640218245873884,0.7833518734923142,-0.34363883505983733,-0.22708966449827012,-0.24566647287278448,0.8774910936431358,0.0,0.0,-0.6148250520011758,0.7886635248518544,0.0,0.0,0.6086274149295173,0.7934561549299451,-0.015117565777484932,0.07504775394282064,0.9774315311836447,0.19689310724628464,-0.009507917397014178,-0.03601132591464635,0.9661968439303764,-0.2551008480809511,-0.16145306644356414,-0.020910298824187146,-0.12672689927850747,0.978486565946773,-0.17767764893959986,-0.022849059107376616,-0.12548475837444242,0.9757879631256536
269,0.0,-0.11554289422207427,0.0,0.9933024914872541,0.05218336986594364,0.0011493131474051431,-0.021989154804819114,0.9983947375961539,-0.1673371010249181,0.578510061093282,0.06324877460786327,0.795816559481535,-0.30841543318688963,-0.2365087791797757,-0.22824288604484516,0.8926638241314337,0.0,0.0,-0.6455936965001153,0.7636810715470935,0.0,0.0,0.4974828993644148,0.8674737833732934,-0.01595695575545122,0.07498982039132066,0.9752225573306502,0.20751594173499685,-0.009529923651049836,-0.035937395030890176,0.9659231676763581,-0.2561447214753197,-0.16454003300756756,-0.021212835457168153,-0.12609190519535257,0.9780477619185793,-0.18513463793352583,-0.027788907154469026,-0.1458138424195711,0.9714377313215825
270,0.0,-0.11405620358477989,0.0,0.9934742988239944,0.04152277019496138,0.0011174543151999412,-0.026878885586437164,0.9987753182577256,-0.1727268531285095,0.55547198366075,0.060897861379411174,0.8111151336621257,-0.25424516129581753,-0.2559997920406676,-0.18485956329102876,0.9141391832170027,0.0,0.0,-0.6283539577580484,0.7779275697452795,0.0,0.0,0.40338550875672674,0.9150301259112056,-0.022322015213049187,0.09807973563754122,0.970120497869874,0.2207902006584676,0.014372547294981452,0.04823130579841034,0.9571398376775639,-0.28522009423566264,-0.17946236921439923,-0.020317239150024893,-0.11064313832343443,0.9773119071060256,-0.29661016669827317,-0.05211743221472339,-0.16502480955649448,0.9391874118094903
271,0.0,-0.11388352704401489,0.0,0.9934941078174622,0.04127901517412147,0.0016302137130384245,-0.039428104497410535,0.998368073350328,-0.1334483094555487,0.5261544019652726,0.06557410742439153,0.8372891558067123,-0.18759594487668,-0.23595384355020824,-0.1919811082130289,0.9339576003593562,0.0,0.0,-0.622103041438033,0.7829353778145097,0.0,0.0,0.35735150894842066,0.9339699668898818,-0.03089914505578112,0.13105745455330708,0.9644504013210655,0.22738647680208537,0.0395018460761664,0.12849853088907026,0.9471779793167947,-0.29117281331415434,-0.1947643303528089,-0.021602618677268162,-0.10810333395215364,0.9746352403216988,-0.39279930089202364,-0.06387888718841506,-0.14725788205117482,0.9055072132037986
272,0.0,-0.10841472473761862,0.0,0.9941057526541461,0.045166364601885084,0.002381643185607683,-0.052603416665008576,0.9975907015602911,0.1233956092832245,0.3596989674923635,0.14247972135342435,0.913832427416318,0.3008233305687256,-0.38928989681625786,-0.4091758783422293,0.7684619708256173,0.0,0.0,-0.7158536838150682,0.6982503156951642,0.0,0.0,0.4129992586322432,0.9107313612527118,-0.04400979782903415,0.19364469288583253,0.9557126046404387,0.21720563515615257,0.06265987424994142,0.21215765051856045,0.9352852164675447,-0.2762325747313015,-0.24960732664792623,-0.03122337544957858,-0.12013131023639137,0.9603591784379936,-0.47366413012672226,-0.054009962089288176,-0.09958886611980754,0.8733883864417824
273,0.0,-0.097163013169446,0.0,0.995268480798942,0.059789136370084615,0.004440444378674972,-0.07393120286490328,0.9954595515985508,0.2732667367810495,0.25597788685525347,0.1306188273828188,0.9180083517829744,0.40813902537223834,-0.4265999896649368,-0.4806883249620542,0.6483623362220001,0.0,0.0,-0.6320314564875337,0.7749427320842792,0.0,0.0,0.442311855934032,0.8968613170943388,-0.04422502435339562,0.19716033471304406,0.9556271078006789,0.21435666650069837,0.05547856203532545,0.1930967491752072,0.94152068549852,-0.27050799136228254,-0.2667219636874417,-0.03475992707507343,-0.12446732524394208,0.9550701683662145,-0.4446846619990604,-0.05079472851130754,-0.10148653691497883,0.8884683054353985
274,0.0,-0.08392706200322042,0.0,0.9964719003883188,0.05911819752226665,0.005131588888641963,-0.08632462375386724,0.9944982477867669,0.36861923859453494,0.28656644281574034,0.1330381489119257,0.8742427475958875,0.4676817377281276,-0.41649532303398334,-0.5240313419108757,0.5772318345184225,0.0,0.0,-0.5770161554447384,0.8167327325115442,0.0,0.0,0.4802778630876814,0.8771163971947682,-0.04500498975439129,0.2010759601075639,0.9549149464129779,0.21372986286695614,0.06784778574691913,0.23435378114246647,0.9315278115094736,-0.26968670641661174,-0.28515186306731694,-0.0374827091820669,-0.12482069002244064,0.9495805689060474,-0.47407226885170617,-0.043874674555852464,-0.08104009292487586,0.8756500443539881
275,0.0,-0.07971432611847641,0.0,0.9968177497474036,0.053075763191662774,0.005327459858549148,-0.09973058296724478,0.9935836111541352,0.4244073654669179,0.3492900582437579,0.13346654122211324,0.8246584297293688,0.513219748608676,-0.35524249940636676,-0.5694797255008327,0.5348841916686837,0.0,0.0,-0.470661548100515,0.8823138371008508,0.0,0.0,0.5157751377821381,0.8567239971226535,-0.04658878023283585,0.21354679482005887,0.9533958313907512,0.20799913621271224,0.06132636169556481,0.21388175662749653,0.9371691797368844,-0.2687147187900515,-0.29632879414175034,-0.040296265542333363,-0.12857831748765428,0.9455332215305192,-0.4485129310889364,-0.04417237862647949,-0.087493854307092,0.8883860518214924
276,0.0,-0.07089781054144875,0.0,0.9974835840556119,0.058150521140672824,0.006468332595613095,-0.11036307672559993,0.9921676616682081,0.45651235071567225,0.3665087081482803,0.11323808709833805,0.8027733030724421,0.5320835952018901,-0.32531982126718273,-0.6222024938620144,0.4731998713436105,0.0,0.0,-0.4355856471782327,0.9001472901544059,0.0,0.0,0.4459185473022818,0.8950735440017332,-0.04568818309533577,0.20605781935583398,0.9542965062339944,0.21159145350736017,0.056176900174520296,0.19538603449203576,0.9409941177527502,-0.2705522569985,-0.29471801298464034,-0.03744159791983177,-0.12033898708172526,0.947237007171774,-0.41785359781637543,-0.045614911083569,-0.09846773835929873,0.9020098420644608
277,0.0,-0.04216454475710505,0.0,0.9991106801378044,0.01960260724176239,0.0023022601265635188,-0.11662217808409917,0.9929802137840187,0.42272279178668615,0.43820454793356645,0.05933438959807463,0.7910509754026176,-0.37690584744869554,0.018186002579939076,-0.8956095651582582,0.23557325456464484,0.0,0.0,-0.4163461315144649,0.9092061915610451,0.0,0.0,0.556592327964475,0.8307857608620205,-0.0485189374636197,0.1886528583307654,0.949931042367646,0.24430928450910533,0.07082012240505917,0.2321505084039847,0.9278830891584345,-0.28306116753116206,-0.28505688698107096,-0.026902950935525697,-0.09002612944490096,0.9538941756991661,-0.41104607002543225,-0.04436688250118588,-0.09771236321079185,0.9052762021226095
278,0.0,-0.030891915243642095,0.0,0.9995227308933897,0.0569464800991625,0.007049673363549887,-0.12265447084711838,0.990789221424515,0.44657930817300207,0.34007874462949356,0.047170440220949475,0.826249549792502,0.5788715495259757,-0.12722691876322492,-0.7537245115738124,0.2839373186888784,0.0,0.0,-0.4500334447614241,0.8930117012649758,0.0,0.0,0.4574015364841605,0.8892602737230136,-0.05308361296764103,0.20819499915496978,0.9463683935072071,0.24129615855158548,0.08346395559237461,0.2836529399104687,0.9164381235840955,-0.2696589391039803,-0.3443481987704004,-0.040625702174371135,-0.10989728837355565,0.9315022578257982,-0.48156027702471277,-0.030607086635109637,-0.05555711754671364,0.8741145877569447
279,0.0,-0.025493020980163688,0.0,0.9996750001281941,0.07655184527268398,0.010279155749180688,-0.13268507628260945,0.9881441314273486,0.4870743894003907,0.3173313750382277,0.051480638207621,0.8120400738241436,0.31568739773720467,-0.1716239850976104,-0.9075540636494641,0.2173299247744583,0.0,0.0,-0.48623852459939904,0.8738261252648605,0.0,0.0,0.2728355002719999,0.9620606996397512,-0.05333050210402401,0.1994355188519891,0.9452464290447041,0.2527657408427927,0.08649730624309951,0.2844556335858932,0.9134803528489317,-0.27777122509886937,-0.3700414487108545,-0.04580113933381544,-0.11397744027174159,0.9208586889315853,-0.47881746919164536,-0.027649007089176465,-0.050585194250169094,0.8760196925449583
280,0.0,-0.026620247363106146,0.0,0.9996456184220122,0.1213888014449522,0.016372771551704943,-0.13266185462436467,0.9835636855654531,0.5045338432830564,0.31203678617190206,0.020573062570895223,0.804770398408138,0.28168045322928326,-0.1673955623335981,-0.9218000715376712,0.20717016216798317,0.0,0.0,-0.47526696844423894,0.8798416384246786,0.0,0.0,0.23059163652733133,0.9730506138755821,-0.04348322997637493,0.1498176156702777,0.9486094000038248,0.27532543829090356,0.08504222203140376,0.28184508742003517,0.9149410948489236,-0.27606875977880435,-0.3094509351774765,-0.03036867788576524,-0.09282673207036214,0.9458863884919758,-0.4786022656434909,-0.02315245892920752,-0.042410561812598065,0.8767013055842842
281,0.0,-0.029878362936668606,0.0,0.9995535420517626,0.11641358106506694,0.015063475671174734,-0.12743918382008085,0.9848757405234341,0.6089910558873356,0.3115621443446135,0.03201124699728747,0.7287209370714506,0.25420511771131316,-0.14148512333477162,-0.93691331565208,0.19379152963467638,0.0,0.0,-0.48433465688475696,0.8748828150902981,0.0,0.0,0.20954662599030774,0.9777986559287541,-0.04500554541802982,0.1509871901296462,0.9463635549646244,0.28208755933769597,0.0873052791909591,0.28330485987069115,0.9126926341235035,-0.2812619779062527,-0.28867643399513415,-0.025574463729714073,-0.08445942328070125,0.9533511782548348,-0.46245349694974647,-0.017435685984018408,-0.03339854780600248,0.8858427044445689
282,0.0,-0.030436006028557647,0.0,0.9995367174531556,0.10061495948842886,0.012583361389812179,-0.12345815145057974,0.9871556988559003,0.7340441656170601,0.30736774343242945,0.013439286560845864,0.6054119414064656,0.28916566213462314,-0.10921393665349192,-0.9351715880710502,0.172944027788074,0.0,0.0,-0.43536002963702647,0.9002564326870691,0.0,0.0,0.2670165259824492,0.9636919501854646,-0.044704259608332735,0.15293974747705866,0.9475734833488123,0.2769755521137607,0.07663883817858971,0.22733535224528864,0.9199282586580446,-0.3101243702525233,-0.2817771968826499,-0.02567999574031846,-0.08705089535805285,0.9551776226195288,-0.3972131941353343,-0.02884197278721623,-0.06642905261239046,0.914864470825907
283,0.0,-0.008319450377667573,0.0,0.9999653927738767,0.023617667799286805,0.002785039366015509,-0.11707730923995313,0.9928380295821594,0.6789037673138837,0.45195785320687143,0.4816682306771984,0.32065478198203967,0.38253934075748347,-0.03226025466872038,-0.911697180398331,0.1463939206226561,0.0,0.0,-0.04150303990005172,0.9991383776429843,0.0,0.0,0.3442243050854697,0.9388874414904193,-0.039695093393090825,0.1322795474717675,0.9486255531119231,0.2846681943320612,0.09278462856030287,0.26118152593398375,0.9053862015343548,-0.3216380718834683,-0.27005775525472425,-0.020390847375790024,-0.0724774216682431,0.9598958513913894,-0.4146163782797886,-0.027534028157374997,-0.06027101445086734,0.9075805975078155
284,0.0,-0.004161233170177888,0.0,0.9999913420317715,0.017259266731348807,0.0017342790016399165,-0.09996540569503441,0.9948396994754822,0.6884972399311499,0.2306506827180872,0.6519716045251707,0.21841437695752458,0.6541367272606102,-0.17870829596982232,-0.7204454386597813,0.1453508063777277,0.0,0.0,-0.047594722800740695,0.9988667290292137,0.0,0.0,0.38075300270567375,0.9246767818706239,-0.01998505312044889,0.06551562779607617,0.9542421816779302,0.29108445316231313,0.07337718895720069,0.20795358086010557,0.9198015569620722,-0.3245553761045204,-0.1920568992356707,-0.007959917355124933,-0.040637834625507845,0.9805097417000144,-0.3516579240570137,-0.027401026932524213,-0.07269112571232757,0.9328997204488966
285,0.0,0.018028435971184288,0.0,0.9998374745409541,0.014634537904949781,0.0009043262436412496,-0.06166969987597827,0.9979889080603854,0.012270329791280357,0.019033162783493245,0.9915002441153568,0.1281188652793106,0.6516282471792639,-0.08661005669511002,-0.7503530560514616,-0.06963919034266684,0.0,0.0,-0.09399175957413064,0.9955729752921977,0.0,0.0,0.32043435064987474,0.9472707252541869,-0.011398160688580156,0.03644512147440515,0.9537163052700427,0.2982734385018081,0.08056219317519012,0.23265386189757878,0.915862446364368,-0.3171401786504206,-0.20651105989108184,-0.0016357755689302878,-0.0077500100131318965,0.9784122054255795,-0.372768554760285,-0.022801928850206012,-0.056637327551357766,0.9259135433454242
286,0.0,0.017073470735393545,0.0,0.9998542376751962,0.016197721294477028,0.00036846774200112323,-0.022739253446437457,0.9996101362076557,-0.710971021011716,0.23573811054366434,0.6585919887969683,0.07214113120346131,-0.2970370021245606,0.49981510328844686,-0.7968347574045067,0.1643418731964375,0.0,0.0,-0.2340207917938542,0.9722315922701635,0.0,0.0,0.4753203581114813,0.8798127966589103,-0.008090098182607862,0.02579861935379197,0.9538355377847685,0.2991099269661162,0.09217032571794989,0.2908653481082099,0.9078245828979947,-0.287674307182652,-0.21916397929876866,-0.001639442143839415,-0.00729835754042808,0.9756593649346056,-0.4001121594922655,-0.004365276215231535,-0.009998057960339049,0.9164012456489911
287,0.0,0.014437652943119562,0.0,0.9998957716569733,0.02018973587016878,-0.0005841689793315952,0.0289159545196575,0.9993777568498878,-0.739005941877906,0.25723902488659817,0.6057929978863446,0.14392062276274595,0.009502045051203611,0.7890483625328844,-0.6016523475307818,0.1238016374476455,0.0,0.0,-0.19509679295830623,0.9807839932306113,0.0,0.0,0.21904271821858828,0.9757152697357012,-0.010202689225510696,0.033797502190118824,0.9567335213068983,0.28881586380595425,0.08495691492145908,0.26773403300945103,0.9147889085983154,-0.290279284278133,-0.21430104726975288,-0.004972871059438788,-0.02265956934814723,0.9764921277764966,-0.37681297070093744,-0.011024627308628361,-0.027087454102823316,0.9258275825090047
